name,orig_name,state,orig_county,established,discontinued,continuous,stamp_index,id,coordinates,duration,gnis_match,gnis_name,gnis_state,gnis_feature_id,gnis_feature_class,gnis_orig_county,gnis_latitude,gnis_longitude,latitude,longitude,state_full,state_latitude,state_longitude
BELLEVILLE,BELLEVILLE,MO,Montgomery,1875.0,1910.0,True,4.0,4076,True,35.0,True,WELLSVILLE,MO,2782799.0,Post Office,Montgomery,39.0708719,-91.5681204,39.0708719,-91.5681204,Missouri,38.29739780113773,-92.40621321592816
BELLFLOWER,BELLFLOWER,MO,Montgomery,1887.0,1997.0,True,1.0,4092,True,110.0,True,BELLFLOWER,MO,2782694.0,Post Office,Montgomery,39.0058904,-91.3550991,39.0058904,-91.3550991,Missouri,38.29739780113773,-92.40621321592816
BELMONT,BELMONT,MO,Mississippi,1869.0,1923.0,True,3.0,4145,True,54.0,True,BELMONT,MO,754339.0,Locale,Mississippi,36.7639457,-89.1278451,36.7639457,-89.1278451,Missouri,38.29739780113773,-92.40621321592816
BELMONT LANDING,BELMONT LANDING,MO,Mississippi,1867.0,1866.0,True,8.0,4163,True,-1.0,True,BELMONT LANDING,MO,740666.0,Populated Place,Mississippi,36.7664457,-89.1217338,36.7664457,-89.1217338,Missouri,38.29739780113773,-92.40621321592816
BELOIT,BELOIT,MO,Barton,1881.0,1891.0,True,3.0,4167,True,10.0,True,BELOIT,MO,729848.0,Populated Place,Barton,37.4128284,-94.2818919,37.4128284,-94.2818919,Missouri,38.29739780113773,-92.40621321592816
BELVOIR,BELVOIR,MO,Vernon,1870.0,1872.0,True,7.0,4195,True,2.0,True,BELVOIR,MO,748334.0,School,Vernon,38.0376549,-94.1703804,38.0376549,-94.1703804,Missouri,38.29739780113773,-92.40621321592816
BEM,BEM,MO,Gasconade,1856.0,1934.0,False,2.0,4199,True,78.0,True,BEM,MO,729430.0,Populated Place,Gasconade,38.26588,-91.4698794,38.26588,-91.4698794,Missouri,38.29739780113773,-92.40621321592816
BENBOW,BENBOW,MO,Marion,1865.0,1906.0,True,4.0,4225,True,41.0,True,BENBOW,MO,740667.0,Populated Place,Marion,39.9150434,-91.744052,39.9150434,-91.744052,Missouri,38.29739780113773,-92.40621321592816
BEND,BEND,MO,Maries,1900.0,1917.0,True,4.0,4228,True,17.0,True,BEND,MO,740668.0,Populated Place,Maries,38.1944878,-91.8465541,38.1944878,-91.8465541,Missouri,38.29739780113773,-92.40621321592816
BENDAVIS,BENDAVIS,MO,Texas,1907.0,2002.0,True,1.0,4232,True,95.0,True,BENDAVIS,MO,740669.0,Populated Place,Texas,37.2983824,-92.2073829,37.2983824,-92.2073829,Missouri,38.29739780113773,-92.40621321592816
BENGAL,BENGAL,MO,Christian,1897.0,1918.0,True,4.0,4250,True,21.0,True,BENGAL,MO,755598.0,Populated Place,Christian,36.9006123,-93.3099079,36.9006123,-93.3099079,Missouri,38.29739780113773,-92.40621321592816
BENJAMIN,BENJAMIN,MO,Lewis,1869.0,1926.0,False,3.0,4258,True,57.0,True,BENJAMIN,MO,740670.0,Populated Place,Lewis,40.1619888,-91.6343269,40.1619888,-91.6343269,Missouri,38.29739780113773,-92.40621321592816
BENNETT,BENNETT,MO,Ripley,1878.0,1966.0,True,1.0,4274,True,88.0,True,BENNETT,MO,748784.0,Populated Place,Ripley,36.7336675,-91.0045725,36.7336675,-91.0045725,Missouri,38.29739780113773,-92.40621321592816
BENNETT SPRINGS,BENNETT SPRINGS,MO,Laclede,1939.0,1966.0,True,1.0,4281,True,27.0,True,BENNETT SPRINGS,MO,735505.0,Populated Place,Laclede,37.7269838,-92.8557372,37.7269838,-92.8557372,Missouri,38.29739780113773,-92.40621321592816
BENNINGTON,BENNINGTON,MO,Webster,1899.0,1905.0,True,5.0,4302,True,6.0,True,BENNINGTON,MO,740462.0,Locale,Webster,37.1700509,-92.701003,37.1700509,-92.701003,Missouri,38.29739780113773,-92.40621321592816
BENSON,BENSON,MO,Linn,1897.0,1906.0,True,5.0,4320,True,9.0,True,BENSON,MO,740198.0,Populated Place,Linn,39.8975271,-92.8585304,39.8975271,-92.8585304,Missouri,38.29739780113773,-92.40621321592816
BENTON,BENTON,MO,Benton,1835.0,1839.0,True,7.0,4350,True,4.0,True,BENTON,MO,758462.0,Civil,Benton,38.294849,-93.2879465,38.294849,-93.2879465,Missouri,38.29739780113773,-92.40621321592816
BENTONVILLE,BENTONVILLE,MO,Benton,1890.0,1954.0,True,1.0,4373,True,64.0,True,BENTONVILLE,MO,740671.0,Populated Place,Benton,38.1005845,-93.4490931,38.1005845,-93.4490931,Missouri,38.29739780113773,-92.40621321592816
BERKELEY,BERKELEY,MO,St. Louis,1938.0,1950.0,True,1.0,4408,True,12.0,True,BERKELEY,MO,2469225.0,Post Office,St. Louis,38.7499763,-90.3369489,38.7499763,-90.3369489,Missouri,38.29739780113773,-92.40621321592816
BERLIN,BERLIN,MO,Gentry,1874.0,1906.0,True,5.0,4427,True,32.0,True,BERLIN,MO,713985.0,Populated Place,Gentry,40.0536091,-94.3510659,40.0536091,-94.3510659,Missouri,38.29739780113773,-92.40621321592816
BERMING,BERMING,MO,Buchanan,1844.0,1847.0,True,7.0,4459,True,3.0,True,BIRMING,MO,759713.0,Populated Place,Buchanan,39.5780516,-94.8207958,39.5780516,-94.8207958,Missouri,38.29739780113773,-92.40621321592816
BERNHEIMER,BERNHEIMER,MO,Warren,1893.0,1945.0,False,2.0,4486,True,52.0,True,BERNHEIMER,MO,740672.0,Populated Place,Warren,38.6681031,-91.2548769,38.6681031,-91.2548769,Missouri,38.29739780113773,-92.40621321592816
BERRYMAN,BERRYMAN,MO,Crawford,1886.0,1986.0,True,1.0,4511,True,100.0,True,BERRYMAN,MO,748796.0,Populated Place,Crawford,37.9188232,-91.0964388,37.9188232,-91.0964388,Missouri,38.29739780113773,-92.40621321592816
BERRYMAN,BERRYMAN,MO,Iron,1884.0,1885.0,True,6.0,4512,True,1.0,True,BERRYMAN,MO,736657.0,Populated Place,Iron,37.4761605,-90.687898,37.4761605,-90.687898,Missouri,38.29739780113773,-92.40621321592816
BERTHA,BERTHA,MO,Douglas,1903.0,1956.0,True,1.0,4533,True,53.0,True,BERTHA,MO,740674.0,Populated Place,Douglas,36.8378357,-92.3846064,36.8378357,-92.3846064,Missouri,38.29739780113773,-92.40621321592816
BERWICK,BERWICK,MO,Newton,1892.0,1908.0,True,5.0,4555,True,16.0,True,BERWICK,MO,740675.0,Populated Place,Newton,36.933119,-94.0946568,36.933119,-94.0946568,Missouri,38.29739780113773,-92.40621321592816
BESSVILLE,BESSVILLE,MO,Bollinger,1856.0,1955.0,False,1.0,4586,True,99.0,True,BESSVILLE,MO,714006.0,Populated Place,Bollinger,37.3714432,-90.0889964,37.3714432,-90.0889964,Missouri,38.29739780113773,-92.40621321592816
BEST BOTTOM,BEST BOTTOM,MO,Montgomery,1875.0,1895.0,True,5.0,4592,True,20.0,True,BEST BOTTOM,MO,714007.0,Cemetery,Montgomery,38.7120023,-91.5600978,38.7120023,-91.5600978,Missouri,38.29739780113773,-92.40621321592816
BETHPAGE,BETHPAGE,MO,Harrison,1846.0,1850.0,True,5.0,4669,True,4.0,True,BETHPAGE,MO,730057.0,Populated Place,Harrison,40.2683344,-94.0282861,40.2683344,-94.0282861,Missouri,38.29739780113773,-92.40621321592816
BETHPAGE,BETHPAGE,MO,McDonald,1858.0,1910.0,False,3.0,4670,True,52.0,True,BETHPAGE,MO,714114.0,Populated Place,McDonald,36.6900714,-94.2363229,36.6900714,-94.2363229,Missouri,38.29739780113773,-92.40621321592816
BEULAH,BEULAH,MO,Phelps,1886.0,1997.0,True,1.0,4693,True,111.0,True,BEULAH,MO,748809.0,Populated Place,Phelps,37.6242094,-91.9171012,37.6242094,-91.9171012,Missouri,38.29739780113773,-92.40621321592816
BEVERLEY,BEVERLEY,MO,Macon,1870.0,1889.0,True,4.0,4709,True,19.0,True,BEVERLY,MO,740624.0,Populated Place,Macon,39.7458688,-92.3332389,39.7458688,-92.3332389,Missouri,38.29739780113773,-92.40621321592816
BEVERLY,BEVERLY,MO,Platte,1946.0,1960.0,True,1.0,4711,True,14.0,True,BEVERLY,MO,740676.0,Populated Place,Platte,39.3680547,-94.8671847,39.3680547,-94.8671847,Missouri,38.29739780113773,-92.40621321592816
BEVERLY STATION,BEVERLY STATION,MO,Platte,1870.0,1946.0,False,1.0,4721,True,76.0,True,BEVERLY STATION,MO,740676.0,Populated Place,Platte,39.3680547,-94.8671847,39.3680547,-94.8671847,Missouri,38.29739780113773,-92.40621321592816
BIBLEGROVE,BIBLEGROVE,MO,Scotland,1858.0,1908.0,True,5.0,4750,True,50.0,True,BIBLEGROVE,MO,714123.0,Populated Place,Scotland,40.3528126,-92.3043529,40.3528126,-92.3043529,Missouri,38.29739780113773,-92.40621321592816
BIDWELL,BIDWELL,MO,Laclede,1895.0,1915.0,True,4.0,4766,True,20.0,True,BIDWELL,MO,740677.0,Populated Place,Laclede,37.871704,-92.709625,37.871704,-92.709625,Missouri,38.29739780113773,-92.40621321592816
BIEHLE,BIEHLE,MO,Perry,1867.0,1957.0,True,1.0,4770,True,90.0,True,BIEHLE,MO,748813.0,Populated Place,Perry,37.6053309,-89.8412156,37.6053309,-89.8412156,Missouri,38.29739780113773,-92.40621321592816
BIG CREEK,BIG CREEK,MO,Johnson,1838.0,1864.0,True,7.0,4794,True,26.0,True,BIG CREEK,MO,741212.0,Populated Place,Johnson,38.6327904,-94.0691092,38.6327904,-94.0691092,Missouri,38.29739780113773,-92.40621321592816
BIG CREEK,BIG CREEK,MO,Texas,1867.0,1909.0,True,3.0,4795,True,42.0,True,BIG CREEK,MO,735336.0,Populated Place,Texas,37.2356046,-91.844317,37.2356046,-91.844317,Missouri,38.29739780113773,-92.40621321592816
BIG PINEY,BIG PINEY,MO,Pulaski,1881.0,1972.0,True,1.0,4836,True,91.0,True,BIG PINEY,MO,748846.0,Populated Place,Pulaski,37.6719865,-92.0979396,37.6719865,-92.0979396,Missouri,38.29739780113773,-92.40621321592816
BIG RIVER MILLS,BIG RIVER MILLS,MO,St. Francois,1825.0,1889.0,False,5.0,4843,True,64.0,True,BIG RIVER MILLS,MO,755771.0,School,St. Francois,37.9042183,-90.5165141,37.9042183,-90.5165141,Missouri,38.29739780113773,-92.40621321592816
BIG SPRING,BIG SPRING,MO,Montgomery,1830.0,1906.0,True,4.0,4853,True,76.0,True,BIG SPRING,MO,714213.0,Populated Place,Montgomery,38.8025434,-91.4776638,38.8025434,-91.4776638,Missouri,38.29739780113773,-92.40621321592816
BIGELOW,BIGELOW,MO,Holt,1869.0,1992.0,True,1.0,4888,True,123.0,True,BIGELOW,MO,730058.0,Populated Place,Holt,40.1105524,-95.2896996,40.1105524,-95.2896996,Missouri,38.29739780113773,-92.40621321592816
BIGGS,BIGGS,MO,Douglas,1893.0,1920.0,True,3.0,4898,True,27.0,True,BIGGS,MO,733885.0,Populated Place,Douglas,36.9125562,-92.1915467,36.9125562,-92.1915467,Missouri,38.29739780113773,-92.40621321592816
BILLINGSVILLE,BILLINGSVILLE,MO,Cooper,1871.0,1942.0,False,2.0,4930,True,71.0,True,BILLINGSVILLE,MO,740678.0,Populated Place,Cooper,38.9030805,-92.7943562,38.9030805,-92.7943562,Missouri,38.29739780113773,-92.40621321592816
BILLIOPSVILLE,BILLIOPSVILLE,MO,Scotland,1859.0,1860.0,True,8.0,4931,True,1.0,True,BILLUPSVILLE,MO,735652.0,Populated Place,Scotland,40.563641,-92.2557391,40.563641,-92.2557391,Missouri,38.29739780113773,-92.40621321592816
BILLMORE,BILLMORE,MO,Oregon,1885.0,1906.0,True,5.0,4934,True,21.0,True,BILLMORE,MO,748859.0,Populated Place,Oregon,36.5628386,-91.2151319,36.5628386,-91.2151319,Missouri,38.29739780113773,-92.40621321592816
BINGHAM,BINGHAM,MO,Carroll,1894.0,1901.0,True,5.0,4949,True,7.0,True,BINGHAM,MO,740163.0,Populated Place,Carroll,39.4169628,-93.6210465,39.4169628,-93.6210465,Missouri,38.29739780113773,-92.40621321592816
BIRD POINT,BIRD(S) POINT,MO,Mississippi,1859.0,1913.0,False,3.0,4999,True,54.0,True,BIRDS POINT,MO,714265.0,Populated Place,Mississippi,36.9658858,-89.1564595,36.9658858,-89.1564595,Missouri,38.29739780113773,-92.40621321592816
BIRDSONG,BIRDSONG,MO,St. Clair,1905.0,1929.0,False,3.0,5015,True,24.0,True,BIRDSONG,MO,755774.0,Populated Place,St. Clair,37.8661457,-93.7310424,37.8661457,-93.7310424,Missouri,38.29739780113773,-92.40621321592816
BIRDSVILLE,BIRDSVILLE,MO,Mississippi,1854.0,1873.0,False,5.0,5020,True,19.0,True,BIRDVILLE,MO,730312.0,Populated Place,Mississippi,36.9650523,-89.1717379,36.9650523,-89.1717379,Missouri,38.29739780113773,-92.40621321592816
BIRMING,BIRMING,MO,Buchanan,1852.0,1861.0,True,7.0,5024,True,9.0,True,BIRMING,MO,759713.0,Populated Place,Buchanan,39.5780516,-94.8207958,39.5780516,-94.8207958,Missouri,38.29739780113773,-92.40621321592816
BIRMINGHAM,BIRMINGHAM,MO,Clay,1888.0,1956.0,True,1.0,5025,True,68.0,True,BIRMINGHAM,MO,714269.0,Populated Place,Clay,39.165837,-94.4513409,39.165837,-94.4513409,Missouri,38.29739780113773,-92.40621321592816
BLACK JACK,BLACK JACK,MO,St. Louis,1872.0,1906.0,False,5.0,5130,True,34.0,True,BLACK JACK,MO,755778.0,Populated Place,St. Louis,38.7933833,-90.2673346,38.7933833,-90.2673346,Missouri,38.29739780113773,-92.40621321592816
BLACK OAK,BLACK OAK,MO,Caldwell,1868.0,1904.0,True,4.0,5143,True,36.0,True,BLACK OAK,MO,739977.0,Populated Place,Caldwell,39.5472355,-93.8385474,39.5472355,-93.8385474,Missouri,38.29739780113773,-92.40621321592816
BLACK RIVER,BLACK RIVER,MO,Butler,1857.0,1858.0,True,7.0,5157,True,1.0,True,BLACK RIVER,MO,753653.0,Cemetery,Butler,36.9123252,-90.5021489,36.9123252,-90.5021489,Missouri,38.29739780113773,-92.40621321592816
BLACK WALNUT,BLACK WALNUT,MO,St. Charles,1875.0,1908.0,True,5.0,5171,True,33.0,True,BLACK WALNUT,MO,755780.0,Populated Place,St. Charles,38.8733827,-90.3712261,38.8733827,-90.3712261,Missouri,38.29739780113773,-92.40621321592816
BLACKBIRD,BLACKBIRD,MO,Putnam,1892.0,1907.0,True,5.0,5183,True,15.0,True,BLACKBIRD,MO,740424.0,Populated Place,Putnam,40.5039055,-92.9718713,40.5039055,-92.9718713,Missouri,38.29739780113773,-92.40621321592816
BLACKMER,BLACKMER,MO,Miller,1891.0,1912.0,True,4.0,5209,True,21.0,True,BLACKMER,MO,742733.0,Locale,Miller,38.1575342,-92.5382384,38.1575342,-92.5382384,Missouri,38.29739780113773,-92.40621321592816
BLACKWATER,BLACKWATER,MO,Johnson,1834.0,1845.0,False,7.0,5238,True,11.0,True,BLACKWATER,MO,740046.0,Populated Place,Johnson,38.7911223,-93.7427169,38.7911223,-93.7427169,Missouri,38.29739780113773,-92.40621321592816
BLACKWELLS STATION,BLACKWELLS STATION,MO,St. Francois,1858.0,1885.0,True,6.0,5256,True,27.0,True,BLACKWELL STATION,MO,755784.0,Populated Place,St. Francois,38.0436627,-90.624017,38.0436627,-90.624017,Missouri,38.29739780113773,-92.40621321592816
BLAINE,BLAINE,MO,Vernon,1884.0,1888.0,True,5.0,5272,True,4.0,True,BLAINE,MO,729904.0,Populated Place,Vernon,37.974757,-94.365228,37.974757,-94.365228,Missouri,38.29739780113773,-92.40621321592816
BLANCHE,BLANCHE,MO,Douglas,1896.0,1958.0,True,1.0,5351,True,62.0,True,BLANCHE,MO,714351.0,Populated Place,Douglas,36.8200582,-92.3032157,36.8200582,-92.3032157,Missouri,38.29739780113773,-92.40621321592816
BLANKET GROVE,BLANKET GROVE,MO,Adair,1862.0,1867.0,True,8.0,5377,True,5.0,True,BLANKET GROVE,MO,733691.0,School,Adair,40.0517018,-92.4924116,40.0517018,-92.4924116,Missouri,38.29739780113773,-92.40621321592816
BLEDA,BLEDA,MO,Scott,1892.0,1916.0,True,4.0,5409,True,24.0,True,BLEDA,MO,730408.0,Populated Place,Scott,37.0706056,-89.6375849,37.0706056,-89.6375849,Missouri,38.29739780113773,-92.40621321592816
BLENDSVILLE,BLENDSVILLE,MO,Jasper,1890.0,1900.0,True,5.0,5420,True,10.0,True,BLENDVILLE,MO,739488.0,Populated Place,Jasper,37.0672833,-94.526614,37.0672833,-94.526614,Missouri,38.29739780113773,-92.40621321592816
BLISH'S MILLS,BLISH'S MILLS,MO,Franklin,1850.0,1855.0,True,7.0,5434,True,5.0,True,BLISH MILLS,MO,731625.0,Populated Place,Franklin,38.6083822,-91.2190416,38.6083822,-91.2190416,Missouri,38.29739780113773,-92.40621321592816
BLISS,BLISS,MO,Washington,1899.0,1943.0,True,2.0,5436,True,44.0,True,BLISS,MO,736277.0,Populated Place,Washington,38.0931067,-90.7404084,38.0931067,-90.7404084,Missouri,38.29739780113773,-92.40621321592816
BLOMOYER,BLOMOYER,MO,Cape Girardeau,1900.0,1909.0,True,4.0,5471,True,9.0,True,BLOMEYER,MO,714376.0,Populated Place,Cape Girardeau,37.2239407,-89.6598137,37.2239407,-89.6598137,Missouri,38.29739780113773,-92.40621321592816
BLOODLAND,BLOODLAND,MO,Pulaski,1898.0,1941.0,True,2.0,5473,True,43.0,True,BLOODLAND,MO,748911.0,Populated Place,Pulaski,37.6872642,-92.1521078,37.6872642,-92.1521078,Missouri,38.29739780113773,-92.40621321592816
BLOOM GARDEN,BLOOM GARDEN,MO,Maries,1856.0,1865.0,False,7.0,5482,True,9.0,True,BLOOM GARDEN,MO,714379.0,Cemetery,Maries,38.1367943,-91.8896418,38.1367943,-91.8896418,Missouri,38.29739780113773,-92.40621321592816
BLOOMINGTON,BLOOMINGTON,MO,Macon,1838.0,1904.0,True,4.0,5520,True,66.0,True,BLOOMINGTON,MO,740681.0,Populated Place,Macon,39.7969772,-92.5601884,39.7969772,-92.5601884,Missouri,38.29739780113773,-92.40621321592816
BLOSSER,BLOSSER,MO,Saline,1891.0,1911.0,True,4.0,5542,True,20.0,True,BLOSSER,MO,738657.0,Populated Place,Saline,39.1944665,-93.2829845,39.1944665,-93.2829845,Missouri,38.29739780113773,-92.40621321592816
BLUE  LICK,BLUE  LICK,MO,Saline,1890.0,1934.0,True,2.0,5572,True,44.0,True,BLUE LICK,MO,740682.0,Populated Place,Saline,39.0133537,-93.2102052,39.0133537,-93.2102052,Missouri,38.29739780113773,-92.40621321592816
BLUE  MILL,BLUE  MILL,MO,Jackson,1835.0,1895.0,False,4.0,5573,True,60.0,True,BLUE MILLS,MO,735521.0,Populated Place,Jackson,39.1494491,-94.3030038,39.1494491,-94.3030038,Missouri,38.29739780113773,-92.40621321592816
BLUE MOUND,BLUE MOUND,MO,Livingston,1843.0,1908.0,False,4.0,5599,True,65.0,True,BLUE MOUND,MO,1930452.0,Post Office,Livingston,39.6277963,-93.5585462,39.6277963,-93.5585462,Missouri,38.29739780113773,-92.40621321592816
BLUE RIDGE,BLUE RIDGE,MO,Harrison,1856.0,1908.0,False,4.0,5610,True,52.0,True,BLUE RIDGE,MO,739979.0,Populated Place,Harrison,40.1922265,-93.9355055,40.1922265,-93.9355055,Missouri,38.29739780113773,-92.40621321592816
BLUFF,BLUFF,MO,Taney,1893.0,1933.0,True,2.0,5638,True,40.0,True,BLUFF,MO,733620.0,Locale,Taney,36.802003,-93.1804587,36.802003,-93.1804587,Missouri,38.29739780113773,-92.40621321592816
BLUFF PORT,BLUFF PORT,MO,Howard,1836.0,1906.0,False,4.0,5658,True,70.0,True,BLUFF PORT,MO,743523.0,Locale,Howard,39.1841946,-92.8757439,39.1841946,-92.8757439,Missouri,38.29739780113773,-92.40621321592816
BLUFF SPRING,BLUFF SPRING,MO,Johnson,1848.0,1857.0,True,6.0,5660,True,9.0,True,BLUFF SPRINGS,MO,714445.0,Cemetery,Johnson,38.7706306,-94.0773624,38.7706306,-94.0773624,Missouri,38.29739780113773,-92.40621321592816
BLUFFTON,BLUFFTON,MO,Montgomery,1867.0,1966.0,True,1.0,5670,True,99.0,True,BLUFFTON,MO,729443.0,Populated Place,Montgomery,38.7075437,-91.6246142,38.7075437,-91.6246142,Missouri,38.29739780113773,-92.40621321592816
BLUNT,BLUNT,MO,Washington,1903.0,1911.0,True,4.0,5682,True,8.0,True,BLOUNT,MO,748917.0,Cemetery,Washington,37.89752,-90.9571237,37.89752,-90.9571237,Missouri,38.29739780113773,-92.40621321592816
BLUSH,BLUSH,MO,Madison,1898.0,1904.0,True,5.0,5685,True,6.0,True,BLUSH,MO,748944.0,Church,Madison,37.576997,-90.3945638,37.576997,-90.3945638,Missouri,38.29739780113773,-92.40621321592816
BLY,BLY,MO,Howell,1887.0,1923.0,True,3.0,5686,True,36.0,True,BLY,MO,760027.0,Post Office,Howell,36.5725628,-92.0584869,36.5725628,-92.0584869,Missouri,38.29739780113773,-92.40621321592816
BOAZ,BOAZ,MO,Christian,1893.0,1914.0,True,4.0,5719,True,21.0,True,BOAZ,MO,714463.0,Populated Place,Christian,37.0186657,-93.4004682,37.0186657,-93.4004682,Missouri,38.29739780113773,-92.40621321592816
BOEGER'S STORE,BOEGER'S STORE,MO,Osage,1871.0,1897.0,True,3.0,5757,True,26.0,True,BOEGERS STORE,MO,740938.0,Populated Place,Osage,38.5283776,-91.6712799,38.5283776,-91.6712799,Missouri,38.29739780113773,-92.40621321592816
BOEKERTON,BOEKERTON,MO,New Madrid,1905.0,1918.0,True,4.0,5758,True,13.0,True,BOEKERTON,MO,714475.0,Populated Place,New Madrid,36.4039526,-89.7620275,36.4039526,-89.7620275,Missouri,38.29739780113773,-92.40621321592816
BOEUF CREEK,BOEUF CREEK,MO,Franklin,1857.0,1915.0,True,3.0,5761,True,58.0,True,BOEUF CREEK,MO,731561.0,Populated Place,Franklin,38.5428271,-91.2904331,38.5428271,-91.2904331,Missouri,38.29739780113773,-92.40621321592816
BOGARD,BOGARD,MO,Henry,1871.0,1875.0,True,6.0,5770,True,4.0,True,BOGARD,MO,766736.0,Civil,Henry,38.5154813,-94.0106256,38.5154813,-94.0106256,Missouri,38.29739780113773,-92.40621321592816
BOGARD MOUND,BOGARD MOUND,MO,Carroll,1872.0,1884.0,True,4.0,5771,True,12.0,True,BOGARDS MOUND,MO,730060.0,Populated Place,Carroll,39.4575206,-93.5235459,39.4575206,-93.5235459,Missouri,38.29739780113773,-92.40621321592816
BOIS BRULE,BOIS BRULE,MO,Perry,1821.0,1902.0,False,4.0,5812,True,81.0,True,BOIS BRULE,MO,748168.0,School,Perry,37.869497,-89.8862196,37.869497,-89.8862196,Missouri,38.29739780113773,-92.40621321592816
BOLES,BOLES,MO,Franklin,1864.0,1939.0,True,2.0,5828,True,75.0,True,BOLES,MO,731538.0,Populated Place,Franklin,38.5308857,-90.8901376,38.5308857,-90.8901376,Missouri,38.29739780113773,-92.40621321592816
BOLLINGER MILLS,BOLLINGER MILLS,MO,Bollinger,1877.0,1890.0,True,3.0,5856,True,13.0,True,BOLLINGER MILL,MO,740683.0,Populated Place,Bollinger,37.5447778,-89.9509398,37.5447778,-89.9509398,Missouri,38.29739780113773,-92.40621321592816
BOLTON,BOLTON,MO,Harrison,1858.0,1903.0,False,4.0,5859,True,45.0,True,BOLTON,MO,759651.0,Post Office,Harrison,40.2252841,-93.835226,40.2252841,-93.835226,Missouri,38.29739780113773,-92.40621321592816
BONA,BONA,MO,Dade,1892.0,1911.0,True,4.0,5893,True,19.0,True,BONA,MO,729847.0,Populated Place,Dade,37.5447637,-93.6715953,37.5447637,-93.6715953,Missouri,38.29739780113773,-92.40621321592816
BONANZA,BONANZA,MO,Caldwell,1881.0,1903.0,True,5.0,5898,True,22.0,True,BONANZA,MO,748957.0,Populated Place,Caldwell,39.6441757,-93.9727173,39.6441757,-93.9727173,Missouri,38.29739780113773,-92.40621321592816
BONFILS,BONFILS,MO,St. Louis,1894.0,1914.0,True,3.0,5930,True,20.0,True,BONFILS,MO,755796.0,Populated Place,St. Louis,38.7692178,-90.4401177,38.7692178,-90.4401177,Missouri,38.29739780113773,-92.40621321592816
BONFILS STATION,BONFILS STATION,MO,St. Louis,1867.0,1894.0,True,3.0,5931,True,27.0,True,BONFILS STATION,MO,755796.0,Populated Place,St. Louis,38.7692178,-90.4401177,38.7692178,-90.4401177,Missouri,38.29739780113773,-92.40621321592816
BONHOMME,BONHOMME,MO,St. Louis,1851.0,1895.0,True,4.0,5936,True,44.0,True,BONHOMME,MO,767338.0,Civil,St. Louis,38.5529436,-90.433052,38.5529436,-90.433052,Missouri,38.29739780113773,-92.40621321592816
BONNOT'S,BONNOT'S,MO,Osage,1857.0,1869.0,True,5.0,5967,True,12.0,True,BONNOTS,MO,729282.0,Populated Place,Osage,38.5780959,-91.9657348,38.5780959,-91.9657348,Missouri,38.29739780113773,-92.40621321592816
BONTEAR,BONTEAR,MO,St. Francois,1868.0,1876.0,True,5.0,5976,True,8.0,True,BONTEAR,MO,755802.0,Populated Place,St. Francois,37.9231069,-90.5554039,37.9231069,-90.5554039,Missouri,38.29739780113773,-92.40621321592816
BOOMER,BOOMER,MO,Linn,1883.0,1953.0,True,1.0,5993,True,70.0,True,BOOMER,MO,1669629.0,Post Office,Linn,39.7191907,-93.18576,39.7191907,-93.18576,Missouri,38.29739780113773,-92.40621321592816
BOONE,BOONE,MO,Franklin,1851.0,1907.0,False,4.0,6000,True,56.0,True,BOONE,MO,730630.0,Populated Place,Franklin,38.259215,-91.3232055,38.259215,-91.3232055,Missouri,38.29739780113773,-92.40621321592816
BOONES LICK,BOONES LICK,MO,Howard,1851.0,1863.0,True,7.0,6005,True,12.0,True,BOONES LICK,MO,766774.0,Civil,Howard,39.0720976,-92.8627303,39.0720976,-92.8627303,Missouri,38.29739780113773,-92.40621321592816
BOONESBORO,BOONESBORO(UGH),MO,Howard,1871.0,1953.0,True,1.0,6006,True,82.0,True,BOONESBORO,MO,729283.0,Populated Place,Howard,39.0769716,-92.841577,39.0769716,-92.841577,Missouri,38.29739780113773,-92.40621321592816
BOOTH,BOOTH,MO,Dallas,1899.0,1900.0,True,7.0,6026,True,1.0,True,BOOTH,MO,734987.0,School,Dallas,37.8005924,-93.1029679,37.8005924,-93.1029679,Missouri,38.29739780113773,-92.40621321592816
BOOTH,BOOTH,MO,Pike,1884.0,1885.0,True,6.0,6027,True,1.0,True,BOOTH,MO,744236.0,Locale,Pike,39.3425443,-91.2323676,39.3425443,-91.2323676,Missouri,38.29739780113773,-92.40621321592816
BORLAND,BORLAND,MO,Lafayette,1894.0,1899.0,True,5.0,6071,True,5.0,True,BORLAND,MO,740262.0,Locale,Lafayette,38.9597328,-93.723551,38.9597328,-93.723551,Missouri,38.29739780113773,-92.40621321592816
BOSCHERTOWN,BOSCHERTOWN,MO,St. Charles,1879.0,1881.0,True,7.0,6081,True,2.0,True,BOSCHERTOWN,MO,755804.0,Populated Place,St. Charles,38.8333837,-90.4701179,38.8333837,-90.4701179,Missouri,38.29739780113773,-92.40621321592816
BOSTON,BOSTON,MO,Andrew,1850.0,1859.0,False,8.0,6104,True,9.0,True,BOSTON,MO,730049.0,Populated Place,Andrew,39.8861052,-94.891913,39.8861052,-94.891913,Missouri,38.29739780113773,-92.40621321592816
BOSTON,BOSTON,MO,Barton,1891.0,1971.0,True,1.0,6105,True,80.0,True,BOSTON,MO,729848.0,Populated Place,Barton,37.4128284,-94.2818919,37.4128284,-94.2818919,Missouri,38.29739780113773,-92.40621321592816
