name,orig_name,state,orig_county,established,discontinued,continuous,stamp_index,id,coordinates,duration,gnis_match,gnis_name,gnis_county,gnis_state,gnis_feature_id,gnis_feature_class,gnis_orig_name,gnis_orig_county,gnis_latitude,gnis_longitude,gnis_elev_in_m,gnis_dist,latitude,longitude,state_full,state_latitude,state_longitude
CASHION,CASHION,MO,Perry,1897.0,1907.0,True,5.0,9273,True,10.0,True,CASHION,PERRY,MO,715473.0,School,Cashion School,Perry,37.6689422,-89.8439953,190.0,1.0,37.6689422,-89.8439953,Missouri,38.29739780113773,-92.40621321592816
CASSIDY,CASSIDY,MO,Christian,1882.0,1934.0,True,2.0,9309,True,52.0,True,CASSIDY,CHRISTIAN,MO,740728.0,Populated Place,Cassidy,Christian,37.0675519,-93.2462958,386.0,1.0,37.0675519,-93.2462958,Missouri,38.29739780113773,-92.40621321592816
CASTLE,CASTLE,MO,Andrew,1868.0,1878.0,True,5.0,9333,True,10.0,True,CASTLE,ANDREW,MO,746496.0,School,Castle School,Andrew,39.836661,-94.7863536,292.0,1.0,39.836661,-94.7863536,Missouri,38.29739780113773,-92.40621321592816
CASTLE ROCK,CASTLE ROCK,MO,Osage,1856.0,1885.0,True,6.0,9341,True,29.0,True,CASTLE ROCK,OSAGE,MO,738711.0,Populated Place,Castle Rock (historical),Osage,38.4708684,-92.1549029,167.0,1.0,38.4708684,-92.1549029,Missouri,38.29739780113773,-92.40621321592816
CASTLEWOOD,CASTLEWOOD,MO,St. Louis,1920.0,1933.0,True,2.0,9350,True,13.0,True,CASTLEWOOD,ST. LOUIS,MO,755863.0,Populated Place,Castlewood,St. Louis,38.5500537,-90.5537346,174.0,1.0,38.5500537,-90.5537346,Missouri,38.29739780113773,-92.40621321592816
CASTOR,CASTOR,MO,Bollinger,1855.0,1914.0,True,3.0,9355,True,59.0,True,CASTOR,BOLLINGER,MO,740278.0,Populated Place,Castor,Bollinger,37.0675514,-89.9787062,107.0,1.0,37.0675514,-89.9787062,Missouri,38.29739780113773,-92.40621321592816
CASTOR,CASTOR,MO,Stoddard,1834.0,1836.0,True,7.0,9356,True,2.0,True,CASTOR,STODDARD,MO,767416.0,Civil,Township of Castor,Stoddard,36.8852135,-89.9397924,159.0,,36.8852135,-89.9397924,Missouri,38.29739780113773,-92.40621321592816
CASTORVILLE,CASTORVILLE,MO,Stoddard,1866.0,1869.0,True,7.0,9362,True,3.0,True,CASTORVILLE,STODDARD,MO,2437089.0,Populated Place,Castorville (historical),Stoddard,36.975,-90.0108333,109.0,1.0,36.975,-90.0108333,Missouri,38.29739780113773,-92.40621321592816
CATAWBA,CATAWBA,MO,Caldwell,1872.0,1905.0,True,5.0,9383,True,33.0,True,CATAWBA,CALDWELL,MO,738620.0,Populated Place,Catawba,Caldwell,39.6408456,-93.8335481,263.0,1.0,39.6408456,-93.8335481,Missouri,38.29739780113773,-92.40621321592816
CATHERINE,CATHERINE,MO,St. Clair,1890.0,1908.0,True,5.0,9411,True,18.0,True,CATHERINE,ST. CLAIR,MO,759579.0,Post Office,Catherine Post Office,St. Clair,38.0033646,-93.5882622,285.0,1.0,38.0033646,-93.5882622,Missouri,38.29739780113773,-92.40621321592816
CATO,CATO,MO,Barry,1895.0,1958.0,True,1.0,9428,True,63.0,True,CATO,BARRY,MO,749254.0,Populated Place,Cato,Barry,36.7208965,-93.6801942,371.0,1.0,36.7208965,-93.6801942,Missouri,38.29739780113773,-92.40621321592816
CAUSE PRAIRIE,CAUSE PRAIRIE,MO,Cass,1857.0,1864.0,True,7.0,9464,True,7.0,True,CAUSE PRAIRIE,CASS,MO,1829039.0,Populated Place,Cause Prairie (historical),Cass,38.7472323,-94.1654999,256.0,1.0,38.7472323,-94.1654999,Missouri,38.29739780113773,-92.40621321592816
CAVE SPRING,CAVE SPRING,MO,Greene,1871.0,1907.0,True,5.0,9482,True,36.0,True,CAVE SPRING,GREENE,MO,735552.0,Populated Place,Cave Spring,Greene,37.3514348,-93.4635293,327.0,1.0,37.3514348,-93.4635293,Missouri,38.29739780113773,-92.40621321592816
CAVENDISH,CAVENDISH,MO,Livingston,1878.0,1905.0,True,5.0,9492,True,27.0,True,CAVENDISH,LIVINGSTON,MO,740425.0,Populated Place,Cavendish,Livingston,39.6894637,-93.4902126,241.0,1.0,39.6894637,-93.4902126,Missouri,38.29739780113773,-92.40621321592816
CAVERNA,CAVERNA,MO,McDonald,1876.0,1906.0,True,5.0,9495,True,30.0,True,CAVERNA,MCDONALD,MO,47555.0,Populated Place,Caverna,McDonald,36.4996324,-94.2693472,295.0,1.0,36.4996324,-94.2693472,Missouri,38.29739780113773,-92.40621321592816
CAWOOD,CAWOOD,MO,Andrew,1888.0,1935.0,False,2.0,9503,True,47.0,True,CAWOOD,ANDREW,MO,715559.0,Populated Place,Cawood,Andrew,40.11277,-94.7496887,287.0,1.0,40.11277,-94.7496887,Missouri,38.29739780113773,-92.40621321592816
CAZZELL,CAZZELL,MO,Chariton,1892.0,1902.0,True,5.0,9527,True,10.0,True,CAZZELL,CHARITON,MO,740729.0,Populated Place,Cazzell,Chariton,39.3069715,-92.9421355,192.0,1.0,39.3069715,-92.9421355,Missouri,38.29739780113773,-92.40621321592816
CECIL,CECIL,MO,Monroe,1897.0,1906.0,True,5.0,9532,True,9.0,True,CECIL,MONROE,MO,744012.0,Locale,Cecil (historical),Monroe,39.3955949,-92.0793398,235.0,1.0,39.3955949,-92.0793398,Missouri,38.29739780113773,-92.40621321592816
